domain_id,mrp_mean,mrp_lower,mrp_upper,mrp_ci_width
W02000369,13.81991071240147,12.969254007292031,14.686668590683801,1.7174145833917702
W02000370,13.680560054504557,12.847039297664933,14.545966249518306,1.6989269518533732
W02000371,12.552403866561257,11.42287396356412,13.70366776114138,2.2807937975772603
W02000372,13.814015139145107,12.96574011357852,14.69565974463003,1.7299196310515104
W02000373,11.63137716777382,10.035900816082659,13.278600880793586,3.2427000647109274
W02000374,12.795048247492588,11.781055010417207,13.839576605647819,2.058521595230612
W02000375,12.477657803905233,11.28259445000109,13.71144748164795,2.4288530316468595
W02000376,13.935017540723077,13.069976423284952,14.829729617404277,1.759753194119325
W02000377,13.871594282540562,13.007778968125736,14.757001831464915,1.7492228633391793
W02000378,11.876451997426267,10.356014176518698,13.414831167450073,3.0588169909313745
W02000379,10.895673238157055,8.877739652643095,13.032365972991586,4.154626320348491
W02000380,14.324886638119736,13.363362842545996,15.316304511418739,1.952941668872743
W02000381,12.632739756056765,11.571308598043064,13.732077931793508,2.1607693337504443
W02000382,11.575817703198961,9.960017816392808,13.258383904646552,3.2983660882537436
