cell_id,domain_id,age_group,sex,pop_count
W02000167_age_65_plus_sex_female,W02000167,age_65_plus,sex_female,899
W02000167_age_65_plus_sex_male,W02000167,age_65_plus,sex_male,897
W02000168_age_0_15_sex_female,W02000168,age_0_15,sex_female,606
W02000168_age_0_15_sex_male,W02000168,age_0_15,sex_male,572
W02000168_age_16_24_sex_female,W02000168,age_16_24,sex_female,372
W02000168_age_16_24_sex_male,W02000168,age_16_24,sex_male,352
W02000168_age_25_44_sex_female,W02000168,age_25_44,sex_female,850
W02000168_age_25_44_sex_male,W02000168,age_25_44,sex_male,803
W02000168_age_45_64_sex_female,W02000168,age_45_64,sex_female,876
W02000168_age_45_64_sex_male,W02000168,age_45_64,sex_male,827
W02000168_age_65_plus_sex_female,W02000168,age_65_plus,sex_female,647
W02000168_age_65_plus_sex_male,W02000168,age_65_plus,sex_male,611
W02000169_age_0_15_sex_female,W02000169,age_0_15,sex_female,801
W02000169_age_0_15_sex_male,W02000169,age_0_15,sex_male,754
W02000169_age_16_24_sex_female,W02000169,age_16_24,sex_female,466
W02000169_age_16_24_sex_male,W02000169,age_16_24,sex_male,439
W02000169_age_25_44_sex_female,W02000169,age_25_44,sex_female,1104
W02000169_age_25_44_sex_male,W02000169,age_25_44,sex_male,1038
W02000169_age_45_64_sex_female,W02000169,age_45_64,sex_female,1287
W02000169_age_45_64_sex_male,W02000169,age_45_64,sex_male,1210
W02000169_age_65_plus_sex_female,W02000169,age_65_plus,sex_female,1048
W02000169_age_65_plus_sex_male,W02000169,age_65_plus,sex_male,986
W02000170_age_0_15_sex_female,W02000170,age_0_15,sex_female,673
W02000170_age_0_15_sex_male,W02000170,age_0_15,sex_male,631
W02000170_age_16_24_sex_female,W02000170,age_16_24,sex_female,480
W02000170_age_16_24_sex_male,W02000170,age_16_24,sex_male,450
W02000170_age_25_44_sex_female,W02000170,age_25_44,sex_female,1049
W02000170_age_25_44_sex_male,W02000170,age_25_44,sex_male,984
W02000170_age_45_64_sex_female,W02000170,age_45_64,sex_female,1223
W02000170_age_45_64_sex_male,W02000170,age_45_64,sex_male,1146
W02000170_age_65_plus_sex_female,W02000170,age_65_plus,sex_female,1053
W02000170_age_65_plus_sex_male,W02000170,age_65_plus,sex_male,987
W02000171_age_0_15_sex_female,W02000171,age_0_15,sex_female,780
W02000171_age_0_15_sex_male,W02000171,age_0_15,sex_male,747
W02000171_age_16_24_sex_female,W02000171,age_16_24,sex_female,443
W02000171_age_16_24_sex_male,W02000171,age_16_24,sex_male,423
W02000171_age_25_44_sex_female,W02000171,age_25_44,sex_female,1108
W02000171_age_25_44_sex_male,W02000171,age_25_44,sex_male,1060
W02000171_age_45_64_sex_female,W02000171,age_45_64,sex_female,1223
W02000171_age_45_64_sex_male,W02000171,age_45_64,sex_male,1170
W02000171_age_65_plus_sex_female,W02000171,age_65_plus,sex_female,764
W02000171_age_65_plus_sex_male,W02000171,age_65_plus,sex_male,731
W02000172_age_0_15_sex_female,W02000172,age_0_15,sex_female,922
W02000172_age_0_15_sex_male,W02000172,age_0_15,sex_male,884
W02000172_age_16_24_sex_female,W02000172,age_16_24,sex_female,589
W02000172_age_16_24_sex_male,W02000172,age_16_24,sex_male,564
W02000172_age_25_44_sex_female,W02000172,age_25_44,sex_female,1326
W02000172_age_25_44_sex_male,W02000172,age_25_44,sex_male,1272
W02000172_age_45_64_sex_female,W02000172,age_45_64,sex_female,1380
W02000172_age_45_64_sex_male,W02000172,age_45_64,sex_male,1324
W02000172_age_65_plus_sex_female,W02000172,age_65_plus,sex_female,1016
W02000172_age_65_plus_sex_male,W02000172,age_65_plus,sex_male,975
W02000173_age_0_15_sex_female,W02000173,age_0_15,sex_female,770
W02000173_age_0_15_sex_male,W02000173,age_0_15,sex_male,735
W02000173_age_16_24_sex_female,W02000173,age_16_24,sex_female,407
W02000173_age_16_24_sex_male,W02000173,age_16_24,sex_male,388
W02000173_age_25_44_sex_female,W02000173,age_25_44,sex_female,1185
W02000173_age_25_44_sex_male,W02000173,age_25_44,sex_male,1131
W02000173_age_45_64_sex_female,W02000173,age_45_64,sex_female,1043
W02000173_age_45_64_sex_male,W02000173,age_45_64,sex_male,996
W02000173_age_65_plus_sex_female,W02000173,age_65_plus,sex_female,638
W02000173_age_65_plus_sex_male,W02000173,age_65_plus,sex_male,609
W02000174_age_0_15_sex_female,W02000174,age_0_15,sex_female,842
W02000174_age_0_15_sex_male,W02000174,age_0_15,sex_male,791
W02000174_age_16_24_sex_female,W02000174,age_16_24,sex_female,471
W02000174_age_16_24_sex_male,W02000174,age_16_24,sex_male,442
W02000174_age_25_44_sex_female,W02000174,age_25_44,sex_female,1207
W02000174_age_25_44_sex_male,W02000174,age_25_44,sex_male,1134
W02000174_age_45_64_sex_female,W02000174,age_45_64,sex_female,1295
W02000174_age_45_64_sex_male,W02000174,age_45_64,sex_male,1216
W02000174_age_65_plus_sex_female,W02000174,age_65_plus,sex_female,1154
W02000174_age_65_plus_sex_male,W02000174,age_65_plus,sex_male,1085
W02000175_age_0_15_sex_female,W02000175,age_0_15,sex_female,612
W02000175_age_0_15_sex_male,W02000175,age_0_15,sex_male,575
W02000175_age_16_24_sex_female,W02000175,age_16_24,sex_female,391
W02000175_age_16_24_sex_male,W02000175,age_16_24,sex_male,368
W02000175_age_25_44_sex_female,W02000175,age_25_44,sex_female,1047
W02000175_age_25_44_sex_male,W02000175,age_25_44,sex_male,985
W02000175_age_45_64_sex_female,W02000175,age_45_64,sex_female,1038
W02000175_age_45_64_sex_male,W02000175,age_45_64,sex_male,976
W02000175_age_65_plus_sex_female,W02000175,age_65_plus,sex_female,701
W02000175_age_65_plus_sex_male,W02000175,age_65_plus,sex_male,660
W02000176_age_0_15_sex_female,W02000176,age_0_15,sex_female,790
W02000176_age_0_15_sex_male,W02000176,age_0_15,sex_male,734
W02000176_age_16_24_sex_female,W02000176,age_16_24,sex_female,453
W02000176_age_16_24_sex_male,W02000176,age_16_24,sex_male,421
W02000176_age_25_44_sex_female,W02000176,age_25_44,sex_female,1095
W02000176_age_25_44_sex_male,W02000176,age_25_44,sex_male,1018
W02000176_age_45_64_sex_female,W02000176,age_45_64,sex_female,1156
W02000176_age_45_64_sex_male,W02000176,age_45_64,sex_male,1076
W02000176_age_65_plus_sex_female,W02000176,age_65_plus,sex_female,1143
W02000176_age_65_plus_sex_male,W02000176,age_65_plus,sex_male,1063
W02000177_age_0_15_sex_female,W02000177,age_0_15,sex_female,661
W02000177_age_0_15_sex_male,W02000177,age_0_15,sex_male,632
W02000177_age_16_24_sex_female,W02000177,age_16_24,sex_female,383
W02000177_age_16_24_sex_male,W02000177,age_16_24,sex_male,367
W02000177_age_25_44_sex_female,W02000177,age_25_44,sex_female,960
W02000177_age_25_44_sex_male,W02000177,age_25_44,sex_male,918
W02000177_age_45_64_sex_female,W02000177,age_45_64,sex_female,927
W02000177_age_45_64_sex_male,W02000177,age_45_64,sex_male,887
W02000177_age_65_plus_sex_female,W02000177,age_65_plus,sex_female,645
W02000177_age_65_plus_sex_male,W02000177,age_65_plus,sex_male,617
W02000178_age_0_15_sex_female,W02000178,age_0_15,sex_female,1182
W02000178_age_0_15_sex_male,W02000178,age_0_15,sex_male,1048
W02000178_age_16_24_sex_female,W02000178,age_16_24,sex_female,642
W02000178_age_16_24_sex_male,W02000178,age_16_24,sex_male,568
W02000178_age_25_44_sex_female,W02000178,age_25_44,sex_female,1297
W02000178_age_25_44_sex_male,W02000178,age_25_44,sex_male,1150
W02000178_age_45_64_sex_female,W02000178,age_45_64,sex_female,1064
W02000178_age_45_64_sex_male,W02000178,age_45_64,sex_male,943
W02000178_age_65_plus_sex_female,W02000178,age_65_plus,sex_female,541
W02000178_age_65_plus_sex_male,W02000178,age_65_plus,sex_male,479
W02000179_age_0_15_sex_female,W02000179,age_0_15,sex_female,475
W02000179_age_0_15_sex_male,W02000179,age_0_15,sex_male,451
W02000179_age_16_24_sex_female,W02000179,age_16_24,sex_female,366
W02000179_age_16_24_sex_male,W02000179,age_16_24,sex_male,347
W02000179_age_25_44_sex_female,W02000179,age_25_44,sex_female,689
W02000179_age_25_44_sex_male,W02000179,age_25_44,sex_male,653
W02000179_age_45_64_sex_female,W02000179,age_45_64,sex_female,985
W02000179_age_45_64_sex_male,W02000179,age_45_64,sex_male,934
W02000179_age_65_plus_sex_female,W02000179,age_65_plus,sex_female,811
W02000179_age_65_plus_sex_male,W02000179,age_65_plus,sex_male,770
W02000180_age_0_15_sex_female,W02000180,age_0_15,sex_female,857
W02000180_age_0_15_sex_male,W02000180,age_0_15,sex_male,802
W02000180_age_16_24_sex_female,W02000180,age_16_24,sex_female,501
W02000180_age_16_24_sex_male,W02000180,age_16_24,sex_male,469
W02000180_age_25_44_sex_female,W02000180,age_25_44,sex_female,1076
W02000180_age_25_44_sex_male,W02000180,age_25_44,sex_male,1007
W02000180_age_45_64_sex_female,W02000180,age_45_64,sex_female,1025
W02000180_age_45_64_sex_male,W02000180,age_45_64,sex_male,960
W02000180_age_65_plus_sex_female,W02000180,age_65_plus,sex_female,679
W02000180_age_65_plus_sex_male,W02000180,age_65_plus,sex_male,636
W02000181_age_0_15_sex_female,W02000181,age_0_15,sex_female,657
W02000181_age_0_15_sex_male,W02000181,age_0_15,sex_male,597
W02000181_age_16_24_sex_female,W02000181,age_16_24,sex_female,497
W02000181_age_16_24_sex_male,W02000181,age_16_24,sex_male,451
W02000181_age_25_44_sex_female,W02000181,age_25_44,sex_female,1105
W02000181_age_25_44_sex_male,W02000181,age_25_44,sex_male,1003
W02000181_age_45_64_sex_female,W02000181,age_45_64,sex_female,887
W02000181_age_45_64_sex_male,W02000181,age_45_64,sex_male,805
W02000181_age_65_plus_sex_female,W02000181,age_65_plus,sex_female,733
W02000181_age_65_plus_sex_male,W02000181,age_65_plus,sex_male,666
W02000182_age_0_15_sex_female,W02000182,age_0_15,sex_female,634
W02000182_age_0_15_sex_male,W02000182,age_0_15,sex_male,610
W02000182_age_16_24_sex_female,W02000182,age_16_24,sex_female,421
W02000182_age_16_24_sex_male,W02000182,age_16_24,sex_male,405
W02000182_age_25_44_sex_female,W02000182,age_25_44,sex_female,1036
W02000182_age_25_44_sex_male,W02000182,age_25_44,sex_male,998
W02000182_age_45_64_sex_female,W02000182,age_45_64,sex_female,1018
W02000182_age_45_64_sex_male,W02000182,age_45_64,sex_male,980
W02000182_age_65_plus_sex_female,W02000182,age_65_plus,sex_female,727
W02000182_age_65_plus_sex_male,W02000182,age_65_plus,sex_male,699
W02000183_age_0_15_sex_female,W02000183,age_0_15,sex_female,789
W02000183_age_0_15_sex_male,W02000183,age_0_15,sex_male,842
W02000183_age_16_24_sex_female,W02000183,age_16_24,sex_female,862
W02000183_age_16_24_sex_male,W02000183,age_16_24,sex_male,920
W02000183_age_25_44_sex_female,W02000183,age_25_44,sex_female,1432
W02000183_age_25_44_sex_male,W02000183,age_25_44,sex_male,1527
W02000183_age_45_64_sex_female,W02000183,age_45_64,sex_female,1169
W02000183_age_45_64_sex_male,W02000183,age_45_64,sex_male,1247
W02000183_age_65_plus_sex_female,W02000183,age_65_plus,sex_female,692
W02000183_age_65_plus_sex_male,W02000183,age_65_plus,sex_male,737
W02000184_age_0_15_sex_female,W02000184,age_0_15,sex_female,556
W02000184_age_0_15_sex_male,W02000184,age_0_15,sex_male,531
W02000184_age_16_24_sex_female,W02000184,age_16_24,sex_female,356
W02000184_age_16_24_sex_male,W02000184,age_16_24,sex_male,340
W02000184_age_25_44_sex_female,W02000184,age_25_44,sex_female,894
W02000184_age_25_44_sex_male,W02000184,age_25_44,sex_male,852
W02000184_age_45_64_sex_female,W02000184,age_45_64,sex_female,947
W02000184_age_45_64_sex_male,W02000184,age_45_64,sex_male,904
W02000184_age_65_plus_sex_female,W02000184,age_65_plus,sex_female,714
W02000184_age_65_plus_sex_male,W02000184,age_65_plus,sex_male,681
W02000185_age_0_15_sex_female,W02000185,age_0_15,sex_female,361
W02000185_age_0_15_sex_male,W02000185,age_0_15,sex_male,342
W02000185_age_16_24_sex_female,W02000185,age_16_24,sex_female,234
W02000185_age_16_24_sex_male,W02000185,age_16_24,sex_male,222
W02000185_age_25_44_sex_female,W02000185,age_25_44,sex_female,495
W02000185_age_25_44_sex_male,W02000185,age_25_44,sex_male,468
W02000185_age_45_64_sex_female,W02000185,age_45_64,sex_female,756
W02000185_age_45_64_sex_male,W02000185,age_45_64,sex_male,716
W02000185_age_65_plus_sex_female,W02000185,age_65_plus,sex_female,735
W02000185_age_65_plus_sex_male,W02000185,age_65_plus,sex_male,696
W02000186_age_0_15_sex_female,W02000186,age_0_15,sex_female,1214
W02000186_age_0_15_sex_male,W02000186,age_0_15,sex_male,1103
W02000186_age_16_24_sex_female,W02000186,age_16_24,sex_female,577
W02000186_age_16_24_sex_male,W02000186,age_16_24,sex_male,525
W02000186_age_25_44_sex_female,W02000186,age_25_44,sex_female,1285
W02000186_age_25_44_sex_male,W02000186,age_25_44,sex_male,1168
W02000186_age_45_64_sex_female,W02000186,age_45_64,sex_female,1023
W02000186_age_45_64_sex_male,W02000186,age_45_64,sex_male,930
W02000186_age_65_plus_sex_female,W02000186,age_65_plus,sex_female,532
